gene_id	mut_hf_R1	mut_hf_R2	mut_hf_R3	mut_nf_R1	mut_nf_R2	mut_nf_R3	wt_hf_R1	wt_hf_R2	wt_hf_R3	wt_nf_R1	wt_nf_R2	wt_nf_R3
ENSDARG00000076586	97.114	57.001	7.859	60	44	73.342	48.36	42.601	37.091	64.189	31.057	117.003
ENSDARG00000076590	314	557	536	673	439	535	431	459	649	605	417.01	567
ENSDARG00000076592	36	38	13	0	0	8	50	54	54	0	0	25.996
ENSDARG00000076594	22	24	0	0	0	0	24	17	5	0	28	4
ENSDARG00000076595	0	10	0	0	1	0	34	17	8	0	12	0
ENSDARG00000076602	242	456.001	286.03	305	305	248	451	293.078	509.041	323	311	336
ENSDARG00000076609	16	81	11	100	49	40	89	54	65	0	15	71
ENSDARG00000076611	304	842	451	427	287	397	438	471	647	89	235	310
ENSDARG00000076614	13	0	0	0	0	0	0	0	1.983	0	0	0
ENSDARG00000076618	1561	2521	2183	2041	1500	1592	1485	1775	2111	1920	1680	2079
ENSDARG00000076620	840	1138	672	1403	1020	842	1345	940	1272	1133	1067	1652
ENSDARG00000076622	77	63	44	73	102	31	55	39	135	0	13	53
ENSDARG00000076623	293.376	416.963	370.465	307.881	222.22	127.155	349.339	253.146	321.294	98.05	273.132	261.134
ENSDARG00000076624	262.959	357.705	374.43	177.776	167.544	221.834	180.763	154.417	341.688	72.348	203.932	200.27
ENSDARG00000076627	524	967	957	826	356	488	874	941	1608	541	580	772
ENSDARG00000076632	115	152	155	112	25	44	130	155	113	46	127	60
ENSDARG00000076634	130	249	180	108	159	60	181	164	202	13	98	102
ENSDARG00000076638	15	4	0	42	0	4	0	17	6	0	0	20
ENSDARG00000076639	86	174	66	46.048	27	51	90	129	161	61	22	30
ENSDARG00000076644	238	328	302	193	316	180	253	383	450	145	246	209
ENSDARG00000076650	25	88	62	26	51	30	36	29	17	11	27	4
ENSDARG00000076652	20	28	19	0	0	40	0	17	29	16	57	20
ENSDARG00000076657	8	7	0	37	0	0	12	0	1	0	0	0
ENSDARG00000076659	193.716	195.411	127.909	284.899	136.59	128.311	223.08	270.028	258.859	124	178.002	247.663
ENSDARG00000076667	1988	3106	2561	3090	1880	2048	2207	2698	2558	2072	2343	2064
ENSDARG00000076673	41	135	118	35	78	36	145	59	105	59	0	96
ENSDARG00000076679	2232.668	4206.847	3135.865	2523.673	1580.885	1947.508	2209.647	3121.744	3708.321	1404.001	1788.906	1839.118
ENSDARG00000076685	27	5	5	14	0	0	0	6	15	0	0	0
ENSDARG00000076687	0	0	0	14	0	24	0	0	2	0	0	16
ENSDARG00000076689	4480.419	5996.26	4037.11	3608	3220.003	3141.538	5212	5871.019	5363.96	3946.711	3249	4188.991
ENSDARG00000076690	2	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000076694	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076697	8	35	82	13	63	57	43	12	48	12	12	17
ENSDARG00000076699	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076701	924	1689	1491	1595	1314	1226	1311	1263	1513	1391	1328	1833
ENSDARG00000076702	7	40	25	2	44	57	89	46	34	0	17	0
ENSDARG00000076703	332	421	280	294	46	156	249	366	345	86	301	185
ENSDARG00000076710	0	13	19.987	0	0	0	59	8	0	0	0	0
ENSDARG00000076713	96.724	148.768	0	0	100.811	0	0	130.65	190.347	0	252.186	57.166
ENSDARG00000076716	74	158	111	203	0	23	222	29	203	163	36	180
ENSDARG00000076718	49.004	71.037	38.036	71.009	77	36	51.571	49.036	122.028	0	38	14.099
ENSDARG00000076721	22	6	0	23	0	0	0	0	0	0	0	0
ENSDARG00000076724	98	274	180	111	22	81	106	107	158	106	53	111
ENSDARG00000076727	4	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076729	1058	1796	1442	2045	1324	1485	1246	1214	1319	1495	1189	1524
ENSDARG00000076730	6	92	22	29	15	38	88	40	91	0	24	43
ENSDARG00000076733	4	1	22	60	0	0	0	7	5	0	0	14
ENSDARG00000076735	24.001	32.056	36.009	31	9.981	28	48.001	62.278	46.002	50.003	16	4.001
ENSDARG00000076742	1765.914	2882.077	2222.243	2410.889	2097.14	1459.728	1919.594	1795.358	2276.612	1987	1773.739	2171.426
ENSDARG00000076745	97	139	111	307	225	159	165	81	272	248	436	441
ENSDARG00000076747	0	20.048	25.004	25.803	0	0	26	38.719	35	8	0	13
ENSDARG00000076748	39	13	2	13	33	0	42	9	40	0	26	44
ENSDARG00000076752	704	1185	863	936	637	587	1047	1010	1473	583	577	715
ENSDARG00000076754	1142	1379	1006	664	941	762	974	1075	1505	781	884	1103
ENSDARG00000076755	138	291	284	218	102	131	211	345	302	235	227	208
ENSDARG00000076757	34	6	55	78	25	0	0	65	30	49	1	20
ENSDARG00000076763	385	658	488	386	366	204	522	502	548	230	293	405
ENSDARG00000076765	783	1326	1002	636	759	885	979.999	1114	1406	982	877	762
ENSDARG00000076766	0	7.418	14	0	0	0	0	0	0	0	0	0
ENSDARG00000076767	0	3	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076768	0	47	15	34	29	0	0	20	29	0	0	0
ENSDARG00000076773	0	2	0	0	0	0	22	0	0	0	0	0
ENSDARG00000076776	232	341	284	173	163	93	220	273	338	40	41	74
ENSDARG00000076778	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076779	6120	10855	7675	4937	5269	4020	8302.999	8680.001	11470	4025	4661	5244
ENSDARG00000076780	752.961	1783.994	1450.114	1050.78	885.105	1191.976	1057.243	1293.402	1713.735	984.369	1283.557	1591.206
ENSDARG00000076781	152.373	325.224	348.759	160.801	119.518	180.517	135.34	185.026	335.289	105.011	247.665	202.471
ENSDARG00000076787	1	34	12	0	0	2	17	21	40	15	0	6
ENSDARG00000076788	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076789	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076790	2809.992	3417.121	1774.64	5319.829	1257.024	2299.485	1477.521	2035.794	1600.427	1662.306	1180.271	3676.571
ENSDARG00000076791	840	1886	1327	1048	800	693	1146.009	1027	1172	782	626	986
ENSDARG00000076796	2949	5388	3630.999	3437	3079	3242.001	3368	3973	4223	2645	2595.001	3104
ENSDARG00000076797	3	26	0	0	33	58	34	19	18	47	18	0
ENSDARG00000076798	0	20	1	13	22	7	0	40	21	0	13	5
ENSDARG00000076799	511.329	897.664	481.382	729	910.006	465.015	944.196	1379.506	1229.016	402.079	799.947	791.022
ENSDARG00000076800	4	0	38	7	26	0	0	0	17	60	0	0
ENSDARG00000076801	209	224	151	112	105	64	286	392	281	65	15	119
ENSDARG00000076803	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076804	283	1023	628	247	142	190	253	432	703	77	192	194
ENSDARG00000076805	6593.12	8285	5405	5119	5366	4209	7924	8929	9191	3358	5303	6048
ENSDARG00000076807	354.643	491.192	300.325	384.737	185.22	305.529	400.166	408.587	453.533	206.967	377.637	219.39
ENSDARG00000076811	869.085	1184	1026	765	901	566	806	1279	1742	691	1012	1223
ENSDARG00000076814	52.993	85.411	47	49.045	45.244	44.995	39	84.222	97.983	28	34.331	91.998
ENSDARG00000076815	3316	6771	4675	5262	5031	3579	3948	5142	5459	2922	3947	5340
ENSDARG00000076819	31.793	64.478	32.498	79.734	0	27.69	0	10.373	43.918	39.644	21.807	19.015
ENSDARG00000076820	17	0	0	25	0	5	13	8	0	0	0	0
ENSDARG00000076824	18	9	0	0	0	0	9	0	30	0	10	0
ENSDARG00000076826	242	476.046	442.866	299.044	206.012	223	296.234	212	389.156	168.007	333.099	508.056
ENSDARG00000076828	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076829	498	1227	1038	481	461	535	826	692	930	613	473	703
ENSDARG00000076830	6	20	0	0	0	18	4	8	13	0	0	12
ENSDARG00000076831	148	290	163	69	207	51	270	217	332	54	168	136
ENSDARG00000076833	814	1519	992	498	347	399	958	966	1260	327	465	574
ENSDARG00000076834	440.783	633.368	389.924	499.195	233	392.701	401.412	481.107	713.41	219.841	576	573.022
ENSDARG00000076836	3304	6260	4436	4193	3188	4097	3742	4089	4767	3307	3201	3247
ENSDARG00000076838	98	114	45	184	144	117	138	239	98	106	25	106
ENSDARG00000076839	33.024	89.073	25.014	0	37.015	13.012	15.077	49.041	66.27	0	27.529	23.025
ENSDARG00000076843	918.268	526.192	407.584	725.12	419.757	457.936	562.474	632.8	679.163	502.358	486.077	620.948
ENSDARG00000076844	0	0	0	20	10	2	26	18	2	13	20	21
ENSDARG00000076846	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076847	6564.194	9699.013	6699.001	4718	3611	4265	7988	9170	9990.218	4252	4739.635	5388
ENSDARG00000076848	0	6	0	11.696	0	0	0	0	9.606	39	0	1.022
ENSDARG00000076850	1208	1160	787	1546	988	1037	1299	1740	1521	1071	1444	1511
ENSDARG00000076853	756.497	785.649	723.462	691.537	517.534	524.351	707.603	535.636	842.201	170.217	383.479	535.856
ENSDARG00000076856	1117.536	1330.77	868.177	812.816	622.99	557.012	942.634	1513.63	1510.525	577.057	629.277	919.832
ENSDARG00000076857	17	24	28	24	0	41	16	75	62	0	32	47
ENSDARG00000076858	410	561	573	420	232	119	332	442	588	383	329	373
ENSDARG00000076861	291	320	170	175	312	207	298	164	302	346	311	474
ENSDARG00000076862	28.128	21.001	0	27.019	55.022	15.029	0	8	7.001	61.043	21	66.002
ENSDARG00000076865	0	42	0	25	0	9	17	23	27	36	14	22
ENSDARG00000076867	54.281	94	90.007	111	65	50.003	12	53.766	51.914	0	22.382	65.021
ENSDARG00000076870	13	15	5	0	43	0	26	26	3	0	42	0
ENSDARG00000076872	1283.064	1317.672	1258.401	1310.334	732.5	880.278	1718.456	1426.018	1076.844	753.356	772.218	1281.735
ENSDARG00000076873	378	583	526	631	295	330	295	499	557	392	357	421
ENSDARG00000076888	129	362	167	78	184	95	279	205	445	218	41	135
ENSDARG00000076889	2315.014	3132.004	2461	2274.008	1467.092	1300.029	2430.014	2726.011	3418.006	1391.938	2014	2162.011
ENSDARG00000076891	705	829.487	662	554.997	508.692	284.999	761.999	819.039	923.896	419.14	176.057	602.053
ENSDARG00000076895	1353	1912	1338	1566	1553	1046	1567	1825	2075	1070	1426	1902
ENSDARG00000076896	0	0	0	0	0	0	0	0	10.023	0	0	19
ENSDARG00000076899	43	107.909	59.556	76	68	26	104	67.56	73.121	27	7	64
ENSDARG00000076900	157	184	258	202	390	315	112	193	317	266	267	258
ENSDARG00000076901	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076903	176.271	341.3	324.271	230.275	129	27	113	238.65	270.011	252.001	200	240.016
ENSDARG00000076904	420.005	587.57	614.877	597.322	380.533	266.432	634.113	569.07	526.607	368.38	346.909	214.494
ENSDARG00000076913	79	184.468	75.378	172.999	86	96	62	140.158	129	89	38	47
ENSDARG00000076914	745.415	141.526	127.265	1199.995	273.755	439.644	210.354	240.606	592.849	700.874	1005.797	804.162
ENSDARG00000076919	133	271	179	232	138	135	209	149	169	38	186	161
ENSDARG00000076920	909.233	1220.735	1047.182	533.136	400.814	511.867	824.912	1009.749	1166.814	572.491	581.738	658.237
ENSDARG00000076923	45	122	65	190	57	49	37	77	136	0	112	42
ENSDARG00000076924	1240	3004	2064	2356	1674	1728	1357	1608	3167	1564	1769	2561
ENSDARG00000076928	916.744	1350.482	999.01	1078.269	1020.001	722.005	1309.035	2098.244	1698.164	702.062	795	809.005
ENSDARG00000076933	38	84	92	41	66	7	0	62	127	22	27	106
ENSDARG00000076934	318	552	579	402	135	259	427	477	698	197	259	366
ENSDARG00000076939	1621.185	2022.106	1702.848	2319.695	1492.421	1622.751	2105.327	1853.575	1558.667	1198.032	1073.019	1606.215
ENSDARG00000076943	93	83	92	30	52	52	143	60	153	49	56	66
ENSDARG00000076945	4	71	6	29	0	32	34	0	29	1	28	20
ENSDARG00000076949	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076950	17	0	7	0	0	5	0	5	21	19	0	5
ENSDARG00000076952	42	83	51	60	88	69	32	49	81	4	6	19
ENSDARG00000076958	0	0	0	22	22	0	0	13.017	10.692	0	0	3
ENSDARG00000076959	43	101.12	32.331	84.975	58	89	107.231	75.963	124.107	96.319	63	149.989
ENSDARG00000076960	13	18	18	21	0	0	16	0	10	1	0	0
ENSDARG00000076962	1028	1835	1437	1027	947	1358	1192	1730	1654	1367	797	1263
ENSDARG00000076964	105	366	240	160	118	161	270	304	263	100	134	168
ENSDARG00000076965	346.122	290.216	293.372	503.753	242	495.822	187.056	171.248	337.761	318.085	335.076	758.954
ENSDARG00000076966	630	1312.001	866.001	903	582	652	694	825	913.999	647	625	766
ENSDARG00000076969	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076970	14	5	0	12	0	5	0	0	4	0	0	15
ENSDARG00000076972	142.812	25.644	28.054	55.328	24.129	80.284	41.53	41.746	82.877	31.623	56.448	73.048
ENSDARG00000076974	86	182	113	54	34	99	205	154	138	82	81	127
ENSDARG00000076978	155	480	253	213	229	138	203	221	212	138	159	127
ENSDARG00000076980	20	15	42	0	0	0	57	12	24	0	30	23
ENSDARG00000076981	23	18.419	0	0	0	11	0	6	0	14	21	0
ENSDARG00000076983	0	0	0	0	0	0	7.625	0	0	0	0	0
ENSDARG00000076988	1904	2416	1902	2212	2384	2094	2268	2112	2854	1855	1941	2829
ENSDARG00000076991	0	10	24	23	0	0	0	0	9	0	0	0
ENSDARG00000076994	61	25	35	71	0	72	35	32	76	17	0	33
ENSDARG00000076995	661.002	924.005	536	585.409	716.002	574.008	753.009	827.007	957.004	295.003	548	728.167
ENSDARG00000076996	84.629	122.46	33.916	24	57	70	40	132.354	120.982	91	99.796	59.134
ENSDARG00000076997	360	671	526	261	124	281	720	449	449	174	246	260
ENSDARG00000076998	3	16	0	37	0	5	0	15	21	34	0	0
ENSDARG00000077002	44	94	35	0	69	44	13	47	159	49	10	64
ENSDARG00000077004	246.99	252.593	411.33	319.004	124.01	331.98	240.388	395.028	373.929	200.063	256.01	293.563
ENSDARG00000077007	2125	2794	3147	3645	3043	2598	2780	2710	2778	3100	2526	3280
ENSDARG00000077009	51	126	44	182	111	94	85	69	152	47	82	114
ENSDARG00000077011	54	28	75	9	51	22	22	5	49	0	37	31
ENSDARG00000077012	200	322	272	194	174	142	351	544	393	125	184	294
ENSDARG00000077013	1212	1839	1274	1777	1210	1316	1695	2101	2020	1431	1539	2135
ENSDARG00000077018	869.001	1830.001	1367	1332	751	976.001	1292	1560	1616	946	1043	1155
ENSDARG00000077021	0	25	0	0	0	0	0	15	0	0	0	0
ENSDARG00000077022	57	47.037	69	23	0	12.005	43	6.012	62.02	26	0	0
ENSDARG00000077023	0	16.263	0	0	0	29	0	0	0	0	0	0
ENSDARG00000077026	13	9	0	0	0	0	0	2	3	0	0	0
ENSDARG00000077028	0	0	0	34	0	31	0	0	0	0	27	0
ENSDARG00000077029	110	183	186	83	200	96	132.001	171	252	136	90	295
ENSDARG00000077034	33.81	136.507	85.331	71.013	182.782	119.218	8.767	93.673	117.522	88.939	2.016	82.161
ENSDARG00000077035	3.034	0	0	0	0	0	0	0	15	0	12	4.997
ENSDARG00000077036	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077037	403	573.001	493.181	441	486	319	517.001	626	677	232	532	433.439
ENSDARG00000077038	1521	3029.001	2182	2027	1393	1232	2002	2623.999	2938	1634.999	1089.999	1986
ENSDARG00000077039	174	290	268	158	136	75	127	279	341	25	184	116
ENSDARG00000077040	8	21	0	0	4	77	0	3	6	0	12	15
ENSDARG00000077044	81	47	75	73	62	48	49	32	129	34	40	97
ENSDARG00000077045	73.898	634.617	293.544	0	398.862	1054.971	197.446	0	288.276	12.271	129.744	86.01
ENSDARG00000077047	67.003	210	97.081	54.002	82.002	6	116	73.001	129.004	0	73	88.003
ENSDARG00000077052	3941	6137	4568	3783	2792	3369	4548	5226	5911	2496	2851	3505
ENSDARG00000077053	1293	2904	1894	1742	1264	1143	1622	1981	2567	716	1075	1538
ENSDARG00000077054	43	27	35	62	18	57	40	10	11	0	51	21
ENSDARG00000077057	440	786	642	564	271	373	746	750	684	348	404	558
ENSDARG00000077058	43.011	21.308	27.88	67	63	1.763	1.268	109	28.938	0	13	8
ENSDARG00000077060	2985	3784	3517	3554	1921	2968	2873	3924	4117.008	3883	3272	4321
ENSDARG00000077068	55.456	55.433	41.792	51.036	0	1.034	73.461	1.286	6.768	2.01	2.93	0
ENSDARG00000077069	118	118	83	155	143	95	79	138	162	76	80	131
ENSDARG00000077072	276	380	334	219.027	275	160	214	330	286.009	83	174	215
ENSDARG00000077073	1000	1795	1577	1007	1020	745	1208	1507	1598	701	593	897
ENSDARG00000077075	320	600	395	322	308	240	369	628	446	62	360	327
ENSDARG00000077078	57.096	194.288	68.026	146.932	176.032	85.668	166.233	136.727	178.087	1.072	118.249	141.277
ENSDARG00000077080	56.126	253.261	106.184	102.267	21.157	74.182	28.125	70.124	155.073	36.025	58.063	43.132
ENSDARG00000077081	772	1120	621	712.006	802	748	818.111	1149	1158.038	607	548.057	887
ENSDARG00000077082	69.679	144.378	28.73	35.506	72.917	5.002	59.403	59.932	32.776	12.107	113.777	43.321
ENSDARG00000077083	14	0	0	0	0	22	0	0	17	0	0	2
ENSDARG00000077084	94.046	60	58.139	132	16	33	67	68	68	48	31	25
ENSDARG00000077085	371	565	489	410	347	347	279.991	618	540	375	377	319
ENSDARG00000077086	5	0	0	0	0	0	5	0	0	0	0	0
ENSDARG00000077087	8	20	0	69	1	53	30	64	29	0	25	0
ENSDARG00000077089	464	614	385	518	217	617	645	485	605	304	340	454
ENSDARG00000077090	31.563	21.811	47.184	0	61.983	0	21	22.02	82.614	24.019	15	24.178
ENSDARG00000077092	26	45	90	8	64	6	15	20	25	16	41	24
ENSDARG00000077093	1437.603	2167.904	1845.148	2255.378	1648.941	2026.117	1740.89	1943.21	1989.459	1283.325	1346.199	1803.272
ENSDARG00000077095	2817.492	3666.323	2898.506	3461.696	2945.928	2293.316	3180.02	3822.679	3760.627	3180.798	3166.736	4008.331
ENSDARG00000077096	5	22	20	0	0	0	31	15	63	0	28	17
ENSDARG00000077097	26	5	0	0	36	40	0	8	6	33	8	11.006
ENSDARG00000077098	16	54	11	15	0	36	37	53	18	1	38	4
ENSDARG00000077101	23.142	175.171	101.072	25	7.657	96	81	102.531	140.158	73	0	74
ENSDARG00000077103	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077107	3	7	6	0	0	0	0	0	0	0	0	0
ENSDARG00000077112	2	45	50	0	0	9	15	12	52	0	20	17
ENSDARG00000077114	347	487.546	239.368	232	192	262.012	465	325.132	461.975	123.787	207	224.01
ENSDARG00000077115	158.192	195.638	0	235.297	128.441	259.433	151.82	0	166.915	231.602	0	162.314
ENSDARG00000077116	281	506	277	324	382	149	412	402	479	228	251.183	391
ENSDARG00000077119	1258.001	1959.386	1162	1232	1312.944	880	1635.001	1328	1674.001	1048	1084	1682.999
ENSDARG00000077120	41	53	45	0	0	45	0	41	49	17	15	35
ENSDARG00000077121	295	512	317	315	314	183	153	542	347	164	96	284
ENSDARG00000077124	2	94	34	29	38	16	40	20	111	23	0	43
ENSDARG00000077126	4771	7472	4738	4400	3533	3465	4895	5875	7024	3553	3162	4563
ENSDARG00000077130	472.05	706.684	545.845	665.027	301.332	440.72	579.647	639.07	687.872	254.992	268.867	441.494
ENSDARG00000077134	108	294	198	127	232	71	117	121	200	120	10	65
ENSDARG00000077136	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077138	140	127	34	43	19	85	69	90	25	180	77	39
ENSDARG00000077139	91	291.001	109.001	515	476	345	163	396.001	272	248	214	443
ENSDARG00000077143	278	615	329	593	515	428	475	489	532	262	511	578
ENSDARG00000077145	320	899	693	238	105	237	468	514	527	304	232	205
ENSDARG00000077151	2086.726	3399.511	2277.559	3066.011	2174.422	1807.373	2575.095	3103.548	3069.994	1946.882	2187.492	2496.446
ENSDARG00000077155	68	55	74	13	67	38	0	34	75	0	66	1
ENSDARG00000077157	113	6	14	16	0	41	0	26	8	0	0	15
ENSDARG00000077161	0	0	2	11	0	0	35	2	0	0	0	0
ENSDARG00000077162	1090.133	1611.222	1265.115	1211.706	856.98	683.973	1176.228	1738.979	1612.696	781.002	1118.058	1129.132
ENSDARG00000077165	90	255	116	27	43	55	140	163	188	11	71	209
ENSDARG00000077167	95	137	66	145	192	71	93	35	71	19	19	103
ENSDARG00000077169	14	35	0	0	42	0	25	9	0	28	0	0
ENSDARG00000077174	17	56	48	60	42	46	92	34	50	52	84	48
ENSDARG00000077176	433.716	437.705	569.579	517.882	532.784	328.625	505.839	450.41	557.708	357.916	292	822.346
ENSDARG00000077177	521	789	588	657	635	474	366	566	822	367	281	482
ENSDARG00000077178	275	457	342	218	215	209	335	325	374	240	111	230
ENSDARG00000077179	58	26	83	44	30	24	36	5	51	0	52	85
ENSDARG00000077180	695.812	1160.054	1313.583	1036.394	906.488	1024.864	1153.112	1017.516	1098.603	785.889	788.113	824.217
ENSDARG00000077187	478	809	834	447	579	655	915	754	892	429	734	503
ENSDARG00000077188	85	202	170	134	2	62	127	184	137	48	48	163
ENSDARG00000077193	32.004	63	62.792	24	68	2	40	116	110	82	64	42
ENSDARG00000077198	124	121	83	74	21	21	169	152	147	137	119	157
ENSDARG00000077201	54	59	76	166	22	75	7	46	67	49	58	104
ENSDARG00000077202	83	182	100	79	32	16	16	44	138	92	23	23
ENSDARG00000077205	62	52	41	14	98	11	11	24	62	0	9	40
ENSDARG00000077207	0	8	11	0	0	1	19	9	19	0	7	16
ENSDARG00000077211	54.317	222.028	168.036	182.743	30.419	68.434	97.239	244.111	113.17	86.8	115.456	113.099
ENSDARG00000077215	2714	4047.003	3003.291	2126	1453	1902	3042.39	3462	4078.384	1314.999	1887	2499.228
ENSDARG00000077217	0	18	19	45.001	17	57.869	24	17	28.357	0	0	34
ENSDARG00000077219	53.364	34.009	9	15.223	0	0	35.161	40.534	39.783	47.45	15.952	5.217
ENSDARG00000077220	20.02	8.672	40.942	36.362	50.418	85.884	37.528	18.834	30.588	57.51	0	41.735
ENSDARG00000077224	0	81	11	0	10	23	6	35	17	0	0	2
ENSDARG00000077226	4466.999	8150	5985	5783	4218	4013	5958.996	6115	7310.999	3214	4004	5231
ENSDARG00000077227	533.294	623.033	492.354	293.258	249.866	371.829	643.036	854.785	1114.135	586.766	425.756	670.348
ENSDARG00000077228	1890	2550.583	2258.182	2464	2048	1737	1697.007	2468	2355	1782	2204	2299
ENSDARG00000077229	2	54	18	0	30	10	0	55	50	25	25	32
ENSDARG00000077231	40.682	127	45	36	172	171	158	99	84	0	86	117
ENSDARG00000077236	75.39	88	64.026	87.62	176	33	95.042	71.01	93.917	60.096	57	55
ENSDARG00000077237	601	775	474	566	715	471	709	935	1069	541	470	428
ENSDARG00000077239	0	0	0	0	0	0	0	5	0	0	0	34
ENSDARG00000077240	0	6	0	0	0	0	0	0	17	0	3	0
ENSDARG00000077244	0	13.448	10.414	2.899	1.004	0	4.65	6.525	0	2.912	0	0
ENSDARG00000077245	79.556	61.38	42.05	49.077	1.29	48.942	43.024	16.615	36.687	0	107.605	25.983
ENSDARG00000077248	225	300	101	115	95	75	283	239	336	121	142	201
ENSDARG00000077249	316	682	528	541	343	489	575	304	510	375	435	377
ENSDARG00000077252	0	0	0	0	0	0	0	0	27	0	0	0
ENSDARG00000077253	91	77	88	56	76	78	159.463	88	97	112	87	10
ENSDARG00000077256	3250	4701	2884	3464	2948	2253	3071	4073	4895	2630	3191	3315
ENSDARG00000077257	38	109	72	75	58	45	65	98	40	31	23	105
ENSDARG00000077260	18	22.694	11.853	0	0	2	0	10	0	0	0	0
ENSDARG00000077261	25	2	0	0	42	0	12	6	0	0	0	5
ENSDARG00000077263	0	0	0	0	0	0	0	7	0	0	0	0
ENSDARG00000077264	978	1521	1172	1239	795	924	904	1338	1271	1024	1187	1639
ENSDARG00000077265	107	115	162	87.001	216	189	51.004	101	170	149	140	209
ENSDARG00000077266	0	0	10.335	0	0	0	0	0	0	0	0	0
ENSDARG00000077275	4	3	17	0	0	27	18	12	16	0	0	32
ENSDARG00000077284	452.567	757.547	684.193	342.315	528.253	492.764	467.94	588.191	795.905	456.43	554.757	632.886
ENSDARG00000077285	16.201	51.935	32.778	46	79	79	0	104.442	54.76	100	2	58
ENSDARG00000077288	38	88	44	104	160	54	14	50	66	81	58	101
ENSDARG00000077290	0	31	0	0	0	0	12	9	0	18	0	6
ENSDARG00000077291	31062	58368	45722	46121	37517	42544	34782	48552	50928.001	34453	31749	45315
ENSDARG00000077293	89	167	50	114	254	173	141	196	272	81	45	190
ENSDARG00000077295	1147	1597	1394	1257	1348	872	1361	1523	1984	1221	1192	1633
ENSDARG00000077297	1963	3315.349	2407	2847.977	3014	2319.999	2597.418	2815.114	3196.787	2624	2464.424	3482.02
ENSDARG00000077298	145	190	17	259	206	58	109	276	175	246	104	258
ENSDARG00000077299	98	144.569	126.95	152	173	44	77	105	188.026	27	52.648	81
ENSDARG00000077300	668	1000	794	574	512	586	691	1064.191	1158	571	290	714
ENSDARG00000077301	200	347	184	60	235	201	331	198	399	271	196	205
ENSDARG00000077304	13	19	53	26	0	0	0	23	81.255	16	17	63.998
ENSDARG00000077306	208	440	227	88	128	102	261	274	412	106	108	82
ENSDARG00000077307	224	354	218	241	39	48	335	218	285	12	167	253
ENSDARG00000077308	0	0	0	0	0	0	0	0	0	0	0	5
ENSDARG00000077309	0	5.013	0	0	19.001	0	0	10.605	3.162	0	0	2
ENSDARG00000077313	8	3	0	0	0	11	0	27	5	38.001	18	13
ENSDARG00000077314	44	63	87	0	32	4	73	44	55	21	0	14
ENSDARG00000077316	0	6	1	0	1	19	0	10	0	0	0	0
ENSDARG00000077317	223	272	266	333	305	137	249	384	320	183	271	286
ENSDARG00000077318	63	116	87	16	116	27	86	39	126	25	37	25
ENSDARG00000077323	263	584.023	374.506	524.724	403	426.762	451	359	567	263	482.454	433
ENSDARG00000077326	343	580	412	367	416	390	545	477	481	225	686	494
ENSDARG00000077327	1947	2492.999	2395.999	1977	1401	1469	1905.999	2107.001	2310	1199	1771	1882
ENSDARG00000077329	1365.095	2324.877	1568.104	2117.307	1963.133	1386.006	1879.081	2040.164	2242.585	1573.001	1840.013	2358.068
ENSDARG00000077330	46.003	82.142	28.178	60.067	0	70	62.263	79.126	27.991	0	27.524	97
ENSDARG00000077337	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077339	45	51	4	21	10	22	109	49	83	31	0	22
ENSDARG00000077341	2440	4422	3124	2560	2155	2278	2363	3628	4011	1657	2385	3308
ENSDARG00000077349	23	88	21	36	66	24	58	57	72	41	16	41
ENSDARG00000077352	31	157	92	67	50	25	66	88	82	0	23	52
ENSDARG00000077353	654	1701	1078.001	634	938	883	987	1050	1586	518	489	751
ENSDARG00000077356	23.323	59.86	50.111	0	80.014	29.002	10.001	49.648	61.964	25.027	0	3
ENSDARG00000077357	76	87	121	158	79	14	80	154	108	50	44	18
ENSDARG00000077360	17.295	10.296	20.954	25.175	63.109	0	0	11.03	7.614	0	0	0
ENSDARG00000077361	5839	8476	6505	5808	4547	5047	7380	7584	9616	4147	5735	6827
ENSDARG00000077364	9.22	139.259	25.702	44.573	18	6	26	49.844	62.713	0	47.416	29.617
ENSDARG00000077367	324	676	466	523	334	394	411	615	773	130	364.001	555
ENSDARG00000077368	355	663	443	347	437	385	500	494	447	489	243	343
ENSDARG00000077371	97	108	40	103	25	0	57	100	133	30	16	92
ENSDARG00000077372	172	667	359	60	465	398	563	305	830	475	306	420
