gene_cluster,response_groups
kcnq5a_LatLinCSup-124,3
krt17_LatLinCSup-124,1
pkhd1l1_LatLinCSup-124,5
flnb_LatLinCSup-124,2
si:dkey-205h13.1_LatLinCSup-124,4
hyou1_LatLinCSup-124,5
midn_LatLinCSup-124,6
cmah_LatLineNMa-125,4
hsp90b1_LatLineNMa-125,2
net1_LatLineNMa-125,1
sfmbt2_LatLineNMa-125,1
si:dkey-28k24.2.1_LatLineNMa-125,5
mpped2a_LatLineNMa-125,5
nav2a_LatLineNMa-125,5
si:ch73-335l21.4_LatLineNMa-125,1
lsp1b_LatLineNMa-125,5
rassf7b_LatLineNMa-125,6
SEMA4F_LatLineNMa-125,3
stim2b_LatLineNMa-125,5
galnt18b_LatLineNMa-125,3
hspa5_LatLineNMa-125,2
tnks1bp1_LatLineNMa-125,5
slc1a3a_LatLineNMa-125,5
myhz1.2_LatLineNMa-125,3
myhz1.1_LatLineNMa-125,3
GARNL3_LatLineNMa-125,3
rasgef1ba_LatLineNMa-125,1
arrdc3a_LatLineNMa-125,6
fam169aa_LatLineNMa-125,6
mcama_LatLineNMa-125,3
BX284638.2_LatLineNMa-125,5
si:ch211-210g13.5_LatLineNMa-125,5
atp2a1_LatLineNMa-125,3
rps15a_LatLineNMa-125,4
cacna1ia_LatLineNMa-125,3
rhbdf1a_LatLineNMa-125,5
sox21a_LatLineNMa-125,5
rgl3a_LatLineNMa-125,1
atp1b1a_LatLineNMa-125,1
dlg1_LatLineNMa-125,3
rplp2_LatLineNMa-125,4
tnnt2b_LatLineNMa-125,4
arhgef4_LatLineNMa-125,3
plcd1b_LatLineNMa-125,4
plk3_LatLineNMa-125,1
crema_LatLineNMa-125,6
jund_LatLineNMa-125,6
fam160a1a_LatLineNMa-125,3
tnip2_LatLineNMa-125,2
pkn1a_LatLineNMa-125,5
irs2b_LatLineNMa-125,6
igsf3_LatLineNMa-125,5
nabp1a_LatLineNMa-125,5
mcf2lb_LatLineNMa-125,5
ttn.1_LatLineNMa-125,3
ttn.2_LatLineNMa-125,3
si:ch73-22o12.1_LatLineNMa-125,2
erfl3_LatLineNMa-125,5
BX322530.1_LatLineNMa-125,5
tuft1a_LatLineNMa-125,6
nr4a3_LatLineNMa-125,1
mef2d_LatLineNMa-125,2
slc4a7_LatLineNMa-125,5
enpp1_LatLineNMa-125,3
jun_LatLineNMa-125,2
si:dkey-52j6.3_LatLineNMa-125,1
six1b_LatLineNMa-125,4
bach2b_LatLineNMa-125,5
gmds_LatLineNMa-125,5
pdia6_LatLineNMa-125,2
stap2b_LatLineNMa-125,2
sema6bb_LatLineNMa-125,5
actc1b_LatLineNMa-125,3
bach2a_LatLineNMa-125,5
lpin1_LatLineNMa-125,6
zgc:162184_LatLineNMa-125,2
zgc:92242_LatLineNMa-125,1
irg1l_LatLineNMa-125,2
si:ch211-153b23.4_LatLineNMa-125,5
si:ch211-153b23.5_LatLineNMa-125,2
prom1a_LatLineNMa-125,5
nfkb1_LatLineNMa-125,2
tnfaip3_LatLineNMa-125,2
eif2ak3_LatLineNMa-125,1
lrmda_LatLineNMa-125,3
smap1_LatLineNMa-125,1
CR762483.1_LatLineNMa-125,2
arg2_LatLineNMa-125,6
rsrp1_LatLineNMa-125,1
fgfr2_LatLineNMa-125,3
relt_LatLineNMa-125,6
fam168a_LatLineNMa-125,5
tle3a_LatLineNMa-125,5
tcf7l2_LatLineNMa-125,3
ttyh2_LatLineNMa-125,5
hivep1_LatLineNMa-125,1
epb41a_LatLineNMa-125,6
kdf1b_LatLineNMa-125,2
tent5bb_LatLineNMa-125,6
pkhd1l1_LatLineNMa-125,2
si:ch211-195b13.1_LatLineNMa-125,1
poc1bl_LatLineNMa-125,1
tgfb1a_LatLineNMa-125,1
foxo1a_LatLineNMa-125,6
FO704748.1_LatLineNMa-125,1
prkd2_LatLineNMa-125,5
tmprss4a_LatLineNMa-125,5
traf4a_LatLineNMa-125,3
ncam1b_LatLineNMa-125,5
BX663520.2_LatLineNMa-125,1
si:dkey-103g5.3_LatLineNMa-125,6
si:ch211-137a8.2_LatLineNMa-125,3
stard13b_LatLineNMa-125,6
tnfb_LatLineNMa-125,2
CU693481.1_LatLineNMa-125,3
lad1_LatLineNMa-125,3
flnb_LatLineNMa-125,5
epha2b_LatLineNMa-125,5
si:dkey-151g10.6_LatLineNMa-125,4
hspg2_LatLineNMa-125,5
l1cama_LatLineNMa-125,5
eya4_LatLineNMa-125,3
CHST13_LatLineNMa-125,1
tshz2_LatLineNMa-125,5
stk35_LatLineNMa-125,6
CABZ01064472.1_LatLineNMa-125,5
notch1a_LatLineNMa-125,3
ccng2_LatLineNMa-125,6
prodha_LatLineNMa-125,4
hspa4a_LatLineNMa-125,2
rpl29_LatLineNMa-125,4
jupa_LatLineNMa-125,2
prkcdb_LatLineNMa-125,2
atp2b4_LatLineNMa-125,5
hyou1_LatLineNMa-125,5
pknox2_LatLineNMa-125,1
wnt11_LatLineNMa-125,2
ucp2_LatLineNMa-125,6
arhgap21a_LatLineNMa-125,5
pdia4_LatLineNMa-125,1
cpa6_LatLineNMa-125,2
sulf1_LatLineNMa-125,4
fndc3bb_LatLineNMa-125,5
bcl2a_LatLineNMa-125,5
myhz1.1.1_LatLineNMa-125,3
midn_LatLineNMa-125,6
fetub_LatLineNMa-125,4
rhcgb_LatLineNMa-125,4
zgc:77158_LatLineNMa-125,2
dusp8a_LatLineNMa-125,1
BX005003.1_Lens-261,5
NPAS3_Lens-261,5
gcga_Lens-261,5
prickle1b_Lens-262,5
pawr_Lens-262,4
mllt3_Lens-262,1
tpma_Lens-262,4
trpm3_Lens-262,5
spns2_Lens-262,5
myhz2_Lens-262,3
myhz1.3_Lens-262,3
myhz1.2_Lens-262,3
myhz1.1_Lens-262,3
grifin_Lens-262,5
CU062632.1_Lens-262,5
dlg1_Lens-262,5
vdrb_Lens-262,4
cables1_Lens-262,4
plcd1b_Lens-262,5
si:ch211-207d6.2_Lens-262,5
bfsp2_Lens-262,6
mylz3_Lens-262,3
sorbs2a_Lens-262,4
lmo7a_Lens-262,4
neb_Lens-262,3
ttn.1_Lens-262,3
ttn.2_Lens-262,3
prss1_Lens-262,4
bcar3_Lens-262,5
nt5dc2_Lens-262,4
dnase1l1l_Lens-262,3
si:dkey-183p4.10_Lens-262,5
rho_Lens-262,5
kif26ba_Lens-262,5
lpin1_Lens-262,4
CT009487.2_Lens-262,4
acta1b_Lens-262,3
grid1b_Lens-262,6
atp2a1l_Lens-262,4
stambpl1_Lens-262,5
jcada_Lens-262,4
zeb1b_Lens-262,5
serpinh1b_Lens-262,5
hspg2_Lens-262,5
phip_Lens-262,6
hmgn3_Lens-262,6
ptpn13_Lens-262,5
dacha_Lens-262,5
id1_Lens-262,4
brap_Lens-262,6
dclk1a_Lens-262,5
ucp2_Lens-262,4
ipo4_Lens-262,5
dok6_Lens-262,5
ctdspla_Lens-262,4
trdmt1_Lens-262,4
neurod6a_Lens-262,4
smyhc1_Lens-262,3
myhz1.1.1_Lens-262,4
shdb_Lens-262,5
nav2b_Lens-262,5
mllt3_Lens-265,6
si:dkey-172j4.3_Lens-265,6
plekha7b_Lens-265,5
fam189a1_Lens-265,5
phlpp2_Lens-265,5
myhz2_Lens-265,2
myo1ca_Lens-265,6
arid3c_Lens-265,5
specc1_Lens-265,5
usp43a_Lens-265,5
ctnna2_Lens-265,5
si:ch211-168k14.2_Lens-265,5
sema6e_Lens-265,5
sh3rf1_Lens-265,5
sash1a_Lens-265,5
hsp90aa1.2_Lens-265,5
tdh2_Lens-265,5
stx3a_Lens-265,5
rsrp1_Lens-265,5
ATE1_Lens-265,6
shank3a_Lens-265,6
gramd1bb_Lens-265,5
hspa8b_Lens-265,5
si:ch211-262i1.3_Lens-265,5
ctnnd2a_Lens-265,5
dock3_Lens-265,5
b4galnt4a_Lens-265,6
si:dkey-28k24.2.1_Lens-266,5
rhcga_Lens-266,6
rorb_Lens-266,5
myhz2_Lens-266,4
myhz1.1_Lens-266,3
fbp2_Lens-266,5
atp2a1_Lens-266,3
satb1b_Lens-266,5
actc1b_Lens-266,3
CR936442.1_Lens-266,5
adamtsl3_Lens-267,5
myhz2_Lens-96,3
mylpfa_Lens-96,3
ctrb1_Leptomenig-113,4
arhgap36_Leptomenig-113,4
sat1a.1_Leptomenig-113,4
myhz2_Leptomenig-113,3
myhz1.3_Leptomenig-113,5
rasgef1ba_Leptomenig-113,6
ramp2_Leptomenig-113,6
zeb2b_Leptomenig-113,5
ttn.1_Leptomenig-113,3
ttn.2_Leptomenig-113,3
fbxo32_Leptomenig-113,4
lpin1_Leptomenig-113,6
atp2a1l_Leptomenig-113,4
TCERG1L_Leptomenig-113,5
pdk2b_Leptomenig-113,3
ulk2_Leptomenig-113,1
ucp2_Leptomenig-113,6
si:dkey-106n21.1_Leptomenig-113,5
tnni2a.4_Leptomenig-113,3
tnnt3b_LiverEndot-43,3
myhz2_LiverEndot-43,3
myhz1.3_LiverEndot-43,3
myhz1.2_LiverEndot-43,3
myhz1.1_LiverEndot-43,3
ins_LiverEndot-43,5
atp2a1_LiverEndot-43,3
mylpfa_LiverEndot-43,3
pvalb1_LiverEndot-43,3
tfa_LiverEndot-43,6
apom_LiverEndot-43,6
fga_LiverEndot-43,6
si:dkey-22i16.7_LiverEndot-43,4
ucp1_LiverEndot-43,6
neb_LiverEndot-43,3
myl1_LiverEndot-43,3
ttn.1_LiverEndot-43,3
ttn.2_LiverEndot-43,3
apoa2_LiverEndot-43,6
prss1_LiverEndot-43,4
prss59.2_LiverEndot-43,4
fabp10a_LiverEndot-43,6
igfbp1a_LiverEndot-43,4
serpina1_LiverEndot-43,6
ccl38.1_LiverEndot-43,4
actc1b_LiverEndot-43,3
p4ha1b_LiverEndot-43,5
lpin1_LiverEndot-43,6
aldob_LiverEndot-43,4
cfd_LiverEndot-43,3
atp2a1l_LiverEndot-43,3
rbfox3a_LiverEndot-43,4
mbpa_LiverEndot-43,4
apoa1b_LiverEndot-43,6
a2ml_LiverEndot-43,6
ucp2_LiverEndot-43,6
smyhc1_LiverEndot-43,2
cela1.6_LiverEndot-43,4
fetub_LiverEndot-43,6
si:dkey-35m8.1_Macrophage-45,6
arl5c_Macrophage-45,6
foxp1b_Macrophage-45,3
rgs13_Macrophage-45,6
crema_Macrophage-45,6
cxcr4b_Macrophage-45,6
ttn.1_Macrophage-45,3
cebpb_Macrophage-45,4
ctsl.1_Macrophage-45,4
runx3_Macrophage-45,4
ckmb_Macrophage-45,3
ccng2_Macrophage-45,6
ets2_Macrophage-45,6
ucp2_Macrophage-45,6
smyhc1_Macrophage-45,4
mt-co1_Macrophage-45,6
mt-atp6_Macrophage-45,3
mt-co3_Macrophage-45,6
mt-nd4_Macrophage-45,6
mt-cyb_Macrophage-45,6
nampta_MCiOlfEpit-127,2
chsy1_MCiOlfEpit-127,5
paqr5b_MCiOlfEpit-127,4
hk2_MCiOlfEpit-127,5
myhz1.3_MCiOlfEpit-127,3
myhz1.2_MCiOlfEpit-127,3
myhz1.1_MCiOlfEpit-127,3
ubb_MCiOlfEpit-127,1
usp2b_MCiOlfEpit-127,1
stip1_MCiOlfEpit-127,1
hspbp1_MCiOlfEpit-127,1
tspan35_MCiOlfEpit-127,2
stat3_MCiOlfEpit-127,5
hsp70.1_MCiOlfEpit-127,2
hsp70.2_MCiOlfEpit-127,2
hsp70.3_MCiOlfEpit-127,2
xylt1_MCiOlfEpit-127,1
mylpfa_MCiOlfEpit-127,4
zgc:100868_MCiOlfEpit-127,2
dnajb1a_MCiOlfEpit-127,1
s1pr2_MCiOlfEpit-127,4
crocc2_MCiOlfEpit-127,3
slco2a1_MCiOlfEpit-127,4
evi5b_MCiOlfEpit-127,2
uap1_MCiOlfEpit-127,1
vdrb_MCiOlfEpit-127,4
prss60.2_MCiOlfEpit-127,5
epha2a_MCiOlfEpit-127,5
prelid3b_MCiOlfEpit-127,6
csrnp1a_MCiOlfEpit-127,4
fndc3ba_MCiOlfEpit-127,4
crema_MCiOlfEpit-127,6
sugt1_MCiOlfEpit-127,5
glra3_MCiOlfEpit-127,4
gpm6ab_MCiOlfEpit-127,5
FO834828.2_MCiOlfEpit-127,6
dnajb1b_MCiOlfEpit-127,2
sik1_MCiOlfEpit-127,6
dgkh_MCiOlfEpit-127,5
lmo7a_MCiOlfEpit-127,1
nabp1a_MCiOlfEpit-127,5
ttn.1_MCiOlfEpit-127,3
ttn.2_MCiOlfEpit-127,3
rbms1b_MCiOlfEpit-127,5
si:ch73-22o12.1_MCiOlfEpit-127,5
erfl3_MCiOlfEpit-127,5
rapgef5b_MCiOlfEpit-127,5
fbxo32_MCiOlfEpit-127,4
nr4a3_MCiOlfEpit-127,1
slc4a7_MCiOlfEpit-127,5
ccdc85cb_MCiOlfEpit-127,1
sptlc2b_MCiOlfEpit-127,2
sirt5_MCiOlfEpit-127,5
flrt2_MCiOlfEpit-127,3
enpp1_MCiOlfEpit-127,3
hivep2a_MCiOlfEpit-127,1
hsp90aa1.2_MCiOlfEpit-127,1
hsp70l_MCiOlfEpit-127,2
slc38a5a_MCiOlfEpit-127,1
inpp5l_MCiOlfEpit-127,2
slc23a2_MCiOlfEpit-127,1
actc1b_MCiOlfEpit-127,3
wdpcp_MCiOlfEpit-127,4
lpin1_MCiOlfEpit-127,6
asap2a_MCiOlfEpit-127,6
fosl2_MCiOlfEpit-127,6
ahsa1b_MCiOlfEpit-127,1
eif4ebp3l_MCiOlfEpit-127,4
si:ch211-39i2.2_MCiOlfEpit-127,2
zgc:92242_MCiOlfEpit-127,2
irg1l_MCiOlfEpit-127,5
si:ch211-153b23.3_MCiOlfEpit-127,5
si:ch211-153b23.4_MCiOlfEpit-127,2
si:ch211-153b23.5_MCiOlfEpit-127,2
hspa9_MCiOlfEpit-127,1
BX005454.1_MCiOlfEpit-127,6
nocta_MCiOlfEpit-127,6
tnfaip3_MCiOlfEpit-127,5
anxa11a_MCiOlfEpit-127,2
smap1_MCiOlfEpit-127,5
prom2_MCiOlfEpit-127,3
zgc:153911_MCiOlfEpit-127,2
rsrp1_MCiOlfEpit-127,2
herc4_MCiOlfEpit-127,1
igf1ra_MCiOlfEpit-127,5
slc16a12b_MCiOlfEpit-127,6
si:ch73-329n5.1_MCiOlfEpit-127,5
CABZ01048956.1_MCiOlfEpit-127,1
FO904966.1_MCiOlfEpit-127,5
pvrl2l_MCiOlfEpit-127,5
pdik1l_MCiOlfEpit-127,4
osbpl3a_MCiOlfEpit-127,1
pkhd1l1_MCiOlfEpit-127,5
si:ch211-152p11.4_MCiOlfEpit-127,2
ptp4a2b_MCiOlfEpit-127,2
pef1_MCiOlfEpit-127,2
mlf1_MCiOlfEpit-127,2
chchd2_MCiOlfEpit-127,1
il15l_MCiOlfEpit-127,2
ulk2_MCiOlfEpit-127,4
sik2b_MCiOlfEpit-127,1
BX572077.1_MCiOlfEpit-127,4
hsph1_MCiOlfEpit-127,1
b4galt5_MCiOlfEpit-127,1
si:rp71-79p20.2_MCiOlfEpit-127,5
sdcbp2_MCiOlfEpit-127,1
ttll10_MCiOlfEpit-127,5
stat6_MCiOlfEpit-127,6
nr4a1_MCiOlfEpit-127,6
CHST13_MCiOlfEpit-127,1
CABZ01023255.1_MCiOlfEpit-127,5
ccng2_MCiOlfEpit-127,6
prodha_MCiOlfEpit-127,2
zgc:113162_MCiOlfEpit-127,1
btc_MCiOlfEpit-127,5
bicdl2l_MCiOlfEpit-127,6
hspa4a_MCiOlfEpit-127,1
mapkapk2a_MCiOlfEpit-127,2
rem1_MCiOlfEpit-127,2
gnai2a_MCiOlfEpit-127,1
sox13_MCiOlfEpit-127,5
pptc7b_MCiOlfEpit-127,1
ugcg_MCiOlfEpit-127,2
slc12a2_MCiOlfEpit-127,6
si:ch211-103f14.3_MCiOlfEpit-127,4
foxo1b_MCiOlfEpit-127,1
lhfpl6_MCiOlfEpit-127,6
si:dkey-259j3.5_MCiOlfEpit-127,6
ctdspla_MCiOlfEpit-127,4
pde7a_MCiOlfEpit-127,4
vav3a_MCiOlfEpit-127,6
cremb_MCiOlfEpit-127,2
cnbd1_MCiOlfEpit-127,3
ctnna1_MCiOlfEpit-127,5
eps8l1b_MCiOlfEpit-127,1
si:zfos-943e10.1_MCiOlfEpit-127,2
midn_MCiOlfEpit-127,6
fa2h_MCiOlfEpit-127,2
far1_MCiOlfEpit-127,3
ccnd2a_MCiOlfEpit-127,4
pkp3a_MCiOlfEpit-127,6
phlda2_MCiOlfEpit-127,5
CABZ01080568.1_MCiOlfEpit-127,2
fah_Melanocyte-139,6
myhz1.2_Melanocyte-139,3
zfand2a_Melanocyte-139,6
prdx1_Melanocyte-139,6
ttn.1_Melanocyte-139,3
ttn.2_Melanocyte-139,3
hsp90aa1.2_Melanocyte-139,6
actc1b_Melanocyte-139,3
gclc_Melanocyte-139,6
pir_Melanocyte-139,6
plekha5_Melanocyte-140,6
BX465862.4_Melanocyte-140,4
si:cabz01007802.1_Melanocyte-140,4
fah_Melanocyte-140,6
txn_Melanocyte-140,6
ADAMTS7_Melanocyte-140,5
myhz2_Melanocyte-140,3
myhz1.3_Melanocyte-140,3
myhz1.2_Melanocyte-140,3
myhz1.1_Melanocyte-140,3
dab2ipb_Melanocyte-140,6
ckma_Melanocyte-140,4
zfand2a_Melanocyte-140,6
ccdc88aa_Melanocyte-140,3
dipk1ab_Melanocyte-140,5
prdx1_Melanocyte-140,6
cc2d1b_Melanocyte-140,6
pde4ca_Melanocyte-140,5
per2_Melanocyte-140,1
slitrk6_Melanocyte-140,5
mylz3_Melanocyte-140,3
bnc2_Melanocyte-140,1
nt5c2b_Melanocyte-140,4
nlgn4xa_Melanocyte-140,5
mgat4a_Melanocyte-140,5
dgkh_Melanocyte-140,5
ttn.1_Melanocyte-140,3
ttn.2_Melanocyte-140,3
efna3b_Melanocyte-140,1
prkcz_Melanocyte-140,5
TMEM132C.1_Melanocyte-140,5
actc1b_Melanocyte-140,3
KLHL29_Melanocyte-140,4
lpin1_Melanocyte-140,6
dtnbb_Melanocyte-140,4
ccdc88c_Melanocyte-140,5
mgat4b_Melanocyte-140,5
gsr_Melanocyte-140,6
CR383676.3_Melanocyte-140,5
gclc_Melanocyte-140,6
akt3a_Melanocyte-140,1
bcl11aa_Melanocyte-140,5
cpeb3_Melanocyte-140,6
cbfb_Melanocyte-140,1
atp2a1l_Melanocyte-140,4
thrb_Melanocyte-140,5
atxn1a_Melanocyte-140,6
ppp1r9a_Melanocyte-140,5
ece2b_Melanocyte-140,3
gab2_Melanocyte-140,6
sesn3_Melanocyte-140,3
b4galt5_Melanocyte-140,5
soga1_Melanocyte-140,6
ccng2_Melanocyte-140,4
prodha_Melanocyte-140,4
grk6_Melanocyte-140,5
pdk3b_Melanocyte-140,6
kif21b_Melanocyte-140,5
atp2b4_Melanocyte-140,5
pir_Melanocyte-140,4
picalma_Melanocyte-140,6
ucp2_Melanocyte-140,6
pdcd6_Melanocyte-140,6
sh3kbp1_Melanocyte-140,5
bcl2a_Melanocyte-140,5
arhgap29a_Melanocyte-140,6
cela1.6_Melanocyte-140,4
myhz1.3_Melanocyte-215,3
ttn.2_Melanocyte-215,3
htr2cl1_MeningeFib-126,6
coro2ba_MeningeFib-126,5
myhz1.3_MeningeFib-126,3
myhz1.2_MeningeFib-126,5
nupr1b_MeningeFib-126,4
lrp8_MeningeFib-126,5
igfbp1b_MeningeFib-126,6
gpc5c_MeningeFib-126,5
per2_MeningeFib-126,4
bnc2_MeningeFib-126,5
ttn.1_MeningeFib-126,3
ttn.2_MeningeFib-126,3
fbxo32_MeningeFib-126,4
lipeb_MeningeFib-126,5
trabd2b_MeningeFib-126,5
csf1b_MeningeFib-126,4
lpin1_MeningeFib-126,6
ebf3a.1_MeningeFib-126,5
CR936442.1_MeningeFib-126,3
foxo1a_MeningeFib-126,6
robo1_MeningeFib-126,5
slc4a4b_MeningeFib-126,6
zgc:113162_MeningeFib-126,5
rxraa_MeningeFib-126,5
csf1a_MeningeFib-126,4
si:ch211-285f17.1_MeningeFib-126,5
hbp1_MeningeFib-126,4
CABZ01080568.1_MeningeFib-126,2
ccdc136b_MeningePre-135,5
si:dkey-28k24.2.1_MeningePre-135,3
slc7a8a_MeningePre-135,4
tpma_MeningePre-135,3
zgc:136461_MeningePre-135,4
tcnba_MeningePre-135,5
myhz2_MeningePre-135,5
myhz1.3_MeningePre-135,3
apoda.2_MeningePre-135,4
mylz3_MeningePre-135,3
bnc2_MeningePre-135,5
ttn.1_MeningePre-135,3
ttn.2_MeningePre-135,3
prss1_MeningePre-135,4
si:dkey-7c18.24_MeningePre-135,1
trabd2b_MeningePre-135,5
adamts10_MeningePre-135,5
actc1b_MeningePre-135,3
slc8a1b_MeningePre-135,5
lpin1_MeningePre-135,1
ZNF423_MeningePre-135,5
pvrl2l_MeningePre-135,5
mylipa_MeningePre-135,4
nme2b.2_MeningePre-135,3
ulk2_MeningePre-135,1
cela1.6_MeningePre-135,4
tpma_MeorNCorPA-83,3
zgc:112160_MeorNCorPA-83,4
zgc:136461_MeorNCorPA-83,4
ctrb1_MeorNCorPA-83,4
tnnt3b_MeorNCorPA-83,3
rplp0_MeorNCorPA-83,4
histh1l_MeorNCorPA-83,4
myhz2_MeorNCorPA-83,3
myhz1.3_MeorNCorPA-83,3
myhz1.2_MeorNCorPA-83,3
myhz1.1_MeorNCorPA-83,3
ckma_MeorNCorPA-83,4
ak1_MeorNCorPA-83,3
atp2a1_MeorNCorPA-83,3
si:ch73-367p23.2_MeorNCorPA-83,3
mylpfa_MeorNCorPA-83,3
adgrl1a_MeorNCorPA-83,5
pvalb1_MeorNCorPA-83,3
mylz3_MeorNCorPA-83,3
rps3a_MeorNCorPA-83,4
rps6_MeorNCorPA-83,4
ucp1_MeorNCorPA-83,6
crygm2d2_MeorNCorPA-83,4
neb_MeorNCorPA-83,3
ttn.1_MeorNCorPA-83,3
ttn.2_MeorNCorPA-83,3
gapdh_MeorNCorPA-83,4
prss1_MeorNCorPA-83,4
fabp10a_MeorNCorPA-83,4
si:dkey-7c18.24_MeorNCorPA-83,1
hsp90aa1.2_MeorNCorPA-83,1
ampd1_MeorNCorPA-83,3
ela2_MeorNCorPA-83,4
aopep_MeorNCorPA-83,5
actc1b_MeorNCorPA-83,3
rpl13a_MeorNCorPA-83,3
ctsl.1_MeorNCorPA-83,6
lpin1_MeorNCorPA-83,4
slc25a5_MeorNCorPA-83,4
rpl39_MeorNCorPA-83,4
epcam_MeorNCorPA-83,6
cxcl12a_MeorNCorPA-83,3
atp2a1l_MeorNCorPA-83,3
pdk2b_MeorNCorPA-83,4
ptprua_MeorNCorPA-83,5
ulk2_MeorNCorPA-83,6
ctrl_MeorNCorPA-83,4
tnnc2_MeorNCorPA-83,3
actn3a_MeorNCorPA-83,3
rpl29_MeorNCorPA-83,4
ctnnd2a_MeorNCorPA-83,5
cela1.6_MeorNCorPA-83,4
cpa5_MeorNCorPA-83,3
tnni2a.4_MeorNCorPA-83,3
myhz1.2_Mesenchyme-235,3
ncam2_Mesenchyme-235,5
ttn.1_Mesenchyme-235,5
ttn.2_Mesenchyme-235,5
fign_Mesenchyme-235,5
serpina1_Mesenchyme-235,6
si:dkey-7c18.24_Mesenchyme-235,1
TMEM132C.1_Mesenchyme-235,5
lpin1_Mesenchyme-235,1
nme2b.2_Mesenchyme-235,3
fgf10a_Mesenchyme-235,5
BX511128.3_Mesenchyme-47,5
myhz2_Mesenchyme-47,2
myhz1.2_Mesenchyme-47,3
actc1b_Mesenchyme-47,3
lpin1_Mesenchyme-47,1
fam107b_Mesenchyme-47,2
atp2a1l_Mesenchyme-47,4
ulk2_Mesenchyme-47,4
si:dkey-261h17.1_Mesenchyme-47,5
myhz1.1.1_Mesenchyme-47,2
cela1.6_Mesenchyme-47,4
rhcga_MesmbCardi-77,6
zgc:136461_MesmbCardi-77,3
BX511128.3_MesmbCardi-77,5
myhz2_MesmbCardi-77,3
ckma_MesmbCardi-77,4
mylpfa_MesmbCardi-77,3
apoda.2_MesmbCardi-77,4
mylz3_MesmbCardi-77,3
hspd1_MesmbCardi-77,5
ttn.1_MesmbCardi-77,3
ttn.2_MesmbCardi-77,3
prss59.2_MesmbCardi-77,4
actc1b_MesmbCardi-77,3
lpin1_MesmbCardi-77,6
kctd8_MesmbCardi-77,1
fam107b_MesmbCardi-77,1
ulk2_MesmbCardi-77,1
ctrl_MesmbCardi-77,4
ucp2_MesmbCardi-77,4
mt-nd2_MesmbCardi-77,6
mt-co1_MesmbCardi-77,4
mt-co2_MesmbCardi-77,6
mt-atp6_MesmbCardi-77,6
mt-co3_MesmbCardi-77,6
mt-nd4_MesmbCardi-77,6
mt-cyb_MesmbCardi-77,6
tpma_MHBBouProg-58,3
tnnt3b_MHBBouProg-58,3
lmx1ba_MHBBouProg-58,1
srrm4_MHBBouProg-58,4
ela3l_MHBBouProg-58,4
myhz1.2_MHBBouProg-58,3
myhz1.1_MHBBouProg-58,3
si:ch73-367p23.2_MHBBouProg-58,3
pvalb1_MHBBouProg-58,3
ttn.1_MHBBouProg-58,3
ttn.2_MHBBouProg-58,3
hsp90aa1.2_MHBBouProg-58,5
bcl11ba_MHBBouProg-58,5
lpin1_MHBBouProg-58,6
ebf3a_MHBBouProg-58,5
foxo1a_MHBBouProg-58,6
dscaml1_MHBBouProg-58,5
ulk2_MHBBouProg-58,4
midn_MHBBouProg-58,6
myhz1.2_MotoNorPNS-162,3
myhz1.1_MotoNorPNS-162,3
ttn.1_MotoNorPNS-162,3
ttn.2_MotoNorPNS-162,3
pou6f2_MotoNorPNS-162,5
slc38a4_MucHeadPer-93,6
csrp2_MucHeadPer-93,6
pawr_MucHeadPer-93,5
si:dkeyp-4c4.1_MucHeadPer-93,5
si:dkey-27n6.4_MucHeadPer-93,5
ckap4_MucHeadPer-93,6
si:cabz01007794.1_MucHeadPer-93,6
pnp5a_MucHeadPer-93,6
kdm6ba_MucHeadPer-93,6
eif4a1a_MucHeadPer-93,6
vps13c_MucHeadPer-93,3
tpma_MucHeadPer-93,3
zgc:112160_MucHeadPer-93,4
tnnt3b_MucHeadPer-93,3
camk2d1_MucHeadPer-93,5
SEMA4F_MucHeadPer-93,5
rbpjb_MucHeadPer-93,5
hk2_MucHeadPer-93,1
kremen1_MucHeadPer-93,2
npas2_MucHeadPer-93,4
myhz2_MucHeadPer-93,3
rpl7a_MucHeadPer-93,4
ckma_MucHeadPer-93,3
rasgef1ba_MucHeadPer-93,6
specc1_MucHeadPer-93,6
crhr1_MucHeadPer-93,5
rapgefl1_MucHeadPer-93,1
atp2a1_MucHeadPer-93,3
hsp70.2_MucHeadPer-93,1
hsp70.3_MucHeadPer-93,1
rarab_MucHeadPer-93,5
dlx4a_MucHeadPer-93,2
mafk_MucHeadPer-93,6
pvalb1_MucHeadPer-93,3
sec23b_MucHeadPer-93,6
rpsa_MucHeadPer-93,6
evi5b_MucHeadPer-93,6
dlg1_MucHeadPer-93,5
nos1apa.1_MucHeadPer-93,5
vdrb_MucHeadPer-93,4
krt4_MucHeadPer-93,1
pdzrn3b_MucHeadPer-93,5
ENSDARG00000091625_MucHeadPer-93,5
slc2a1b_MucHeadPer-93,6
rplp2_MucHeadPer-93,6
prelid3b_MucHeadPer-93,6
foxq1a_MucHeadPer-93,6
egfra_MucHeadPer-93,6
npc1_MucHeadPer-93,4
xpr1b_MucHeadPer-93,4
elovl1a_MucHeadPer-93,6
csrnp1a_MucHeadPer-93,4
rpl7_MucHeadPer-93,1
uba52_MucHeadPer-93,6
mylz3_MucHeadPer-93,3
tmem131l_MucHeadPer-93,5
FO834828.2_MucHeadPer-93,6
FO681323.1_MucHeadPer-93,6
sik1_MucHeadPer-93,6
nr1i2_MucHeadPer-93,6
scel_MucHeadPer-93,4
