gene_cluster,response_groups
hoxc3a_PharynPeri-26,5
mical1_PharynPeri-26,3
stk35_PharynPeri-26,1
klf4_PharynPeri-26,6
rpl37.1_PharynPeri-26,4
ccni_PharynPeri-26,6
ccng2_PharynPeri-26,6
prodha_PharynPeri-26,6
f2rl1.2_PharynPeri-26,6
cel.1_PharynPeri-26,4
niban2a_PharynPeri-26,6
rxraa_PharynPeri-26,5
dub_PharynPeri-26,5
bicdl2l_PharynPeri-26,6
cldnb_PharynPeri-26,6
pcxa_PharynPeri-26,5
pacs1a_PharynPeri-26,5
gfpt2_PharynPeri-26,5
klf5l_PharynPeri-26,6
traf4b_PharynPeri-26,5
cpeb4b_PharynPeri-26,4
p4ha2_PharynPeri-26,5
hspa4a_PharynPeri-26,2
cdh27_PharynPeri-26,6
krt15_PharynPeri-26,6
arrdc2_PharynPeri-26,4
prkcdb_PharynPeri-26,1
cdh4_PharynPeri-26,5
srgap2_PharynPeri-26,5
top1l_PharynPeri-26,6
ephb2b_PharynPeri-26,4
plekha3_PharynPeri-26,3
ier2b_PharynPeri-26,6
gnai2a_PharynPeri-26,5
sox13_PharynPeri-26,5
errfi1a_PharynPeri-26,1
ets2_PharynPeri-26,6
grk5_PharynPeri-26,5
rabgap1_PharynPeri-26,4
strbp_PharynPeri-26,5
ugcg_PharynPeri-26,4
zfand5b_PharynPeri-26,6
slc20a1b_PharynPeri-26,6
synj1_PharynPeri-26,3
rps6kb1a_PharynPeri-26,1
hspa8_PharynPeri-26,1
si:dkey-259j3.5_PharynPeri-26,6
si:dkey-259j3.5.1_PharynPeri-26,6
ucp2_PharynPeri-26,6
dhrs13a.2_PharynPeri-26,6
myo18aa_PharynPeri-26,5
zgc:172131_PharynPeri-26,5
zgc:113625_PharynPeri-26,5
si:ch211-139n6.3_PharynPeri-26,5
ssbp2_PharynPeri-26,2
ogdhb_PharynPeri-26,4
rreb1a_PharynPeri-26,5
klf6a_PharynPeri-26,1
ncoa2_PharynPeri-26,5
klhl24b_PharynPeri-26,4
CR352209.2_PharynPeri-26,5
arhgap29a_PharynPeri-26,4
vav3a_PharynPeri-26,4
wu:fj05g07_PharynPeri-26,2
si:ch73-78o10.1_PharynPeri-26,5
atg9b_PharynPeri-26,6
CABZ01055347.1_PharynPeri-26,5
smyhc2_PharynPeri-26,3
btg2_PharynPeri-26,6
nuak2_PharynPeri-26,6
rpl36_PharynPeri-26,4
cela1.6_PharynPeri-26,4
mgat5_PharynPeri-26,5
lpl_PharynPeri-26,4
midn_PharynPeri-26,6
cdc34a_PharynPeri-26,6
si:ch211-129c21.1_PharynPeri-26,6
rgs2_PharynPeri-26,6
p3h2_PharynPeri-26,5
dusp5_PharynPeri-26,6
fetub_PharynPeri-26,6
prickle1a_PharynPeri-26,1
hbp1_PharynPeri-26,4
dgkzb_PharynPeri-26,5
anpepb_PharynPeri-26,6
ca5a_PharynPeri-26,6
TMEM263.1_PharynPeri-26,3
actc1c_PharynPeri-26,4
nav2b_PharynPeri-26,5
ccnd2a_PharynPeri-26,4
cpa5_PharynPeri-26,4
pkp3a_PharynPeri-26,6
phlda2_PharynPeri-26,5
si:dkeyp-19e1.3_PharynPeri-26,1
tmem86a_PharynPeri-26,4
hsd17b12a_PharynPeri-26,1
tnni2a.4_PharynPeri-26,3
CABZ01080568.1_PharynPeri-26,2
chst6_PharynPeri-26,1
ano9a_PharynPeri-26,6
mt-nd1_PharynPeri-26,6
mt-co1_PharynPeri-26,6
mt-co2_PharynPeri-26,6
mt-atp6_PharynPeri-26,6
mt-co3_PharynPeri-26,6
mt-nd4_PharynPeri-26,6
mt-nd5_PharynPeri-26,6
mt-cyb_PharynPeri-26,6
clcn2b_PharynPeri-26,1
slc38a4_PharynPeri-28,6
csrp2_PharynPeri-28,6
pkp2_PharynPeri-28,6
si:dkey-27n6.4_PharynPeri-28,5
AL935186.10_PharynPeri-28,6
CR926130.2_PharynPeri-28,3
C7H4orf54_PharynPeri-28,6
si:ch73-335l21.1_PharynPeri-28,1
kdm6ba_PharynPeri-28,6
pde3b_PharynPeri-28,6
ctrb1_PharynPeri-28,4
tnnt3b_PharynPeri-28,3
myo9aa_PharynPeri-28,5
rbpjb_PharynPeri-28,5
stim2b_PharynPeri-28,5
mbd2_PharynPeri-28,6
npas2_PharynPeri-28,4
acsl4b_PharynPeri-28,6
myhz2_PharynPeri-28,3
myhz1.3_PharynPeri-28,5
myhz1.2_PharynPeri-28,3
myhz1.1_PharynPeri-28,3
tmprss13b_PharynPeri-28,4
slc12a9_PharynPeri-28,4
rasgef1ba_PharynPeri-28,6
arid3c_PharynPeri-28,5
UBB_PharynPeri-28,4
gna14_PharynPeri-28,5
pisd_PharynPeri-28,5
stip1_PharynPeri-28,2
amdhd2_PharynPeri-28,4
hspbp1_PharynPeri-28,2
arl5c_PharynPeri-28,6
zgc:113333_PharynPeri-28,5
crhr1_PharynPeri-28,5
atp2a1_PharynPeri-28,3
hsp70.1_PharynPeri-28,2
hsp70.2_PharynPeri-28,2
hsp70.3_PharynPeri-28,2
mylpfa_PharynPeri-28,3
dlx4a_PharynPeri-28,1
zgc:100868_PharynPeri-28,2
mafk_PharynPeri-28,6
sec23b_PharynPeri-28,6
stx8_PharynPeri-28,3
slco2a1_PharynPeri-28,4
dlg1_PharynPeri-28,5
vdrb_PharynPeri-28,4
krt4_PharynPeri-28,1
rplp2_PharynPeri-28,6
prelid3b_PharynPeri-28,6
foxq1a_PharynPeri-28,4
egfra_PharynPeri-28,1
npc1_PharynPeri-28,6
bambib_PharynPeri-28,4
xpr1b_PharynPeri-28,4
f3b_PharynPeri-28,6
ptgs2a_PharynPeri-28,6
csrnp1a_PharynPeri-28,4
crema_PharynPeri-28,6
tgm1l1_PharynPeri-28,6
jund_PharynPeri-28,1
mylz3_PharynPeri-28,4
b4galt1_PharynPeri-28,6
FO834828.2_PharynPeri-28,6
FO681323.1_PharynPeri-28,6
CABZ01072532.1_PharynPeri-28,6
smox_PharynPeri-28,4
lef1_PharynPeri-28,1
abca1a_PharynPeri-28,4
bzw1b_PharynPeri-28,6
ankrd10b_PharynPeri-28,5
sik1_PharynPeri-28,6
lacc1_PharynPeri-28,5
tsc22d1_PharynPeri-28,5
lmo7a_PharynPeri-28,6
ttn.1_PharynPeri-28,3
ttn.2_PharynPeri-28,3
itprid2_PharynPeri-28,5
cobll1b_PharynPeri-28,3
ednrbb_PharynPeri-28,4
grb10b_PharynPeri-28,2
tuft1a_PharynPeri-28,6
si:dkey-79d12.5_PharynPeri-28,6
prss1_PharynPeri-28,4
dtnbp1a_PharynPeri-28,4
nr4a3_PharynPeri-28,6
vps72b_PharynPeri-28,4
stt3b_PharynPeri-28,5
plcl2_PharynPeri-28,3
sptlc2b_PharynPeri-28,6
nfkbiaa_PharynPeri-28,6
prkchb_PharynPeri-28,3
nudt14_PharynPeri-28,5
fryl_PharynPeri-28,1
si:dkey-177p2.6_PharynPeri-28,1
apobb.1_PharynPeri-28,3
armc2_PharynPeri-28,4
nbas_PharynPeri-28,5
itpkb_PharynPeri-28,5
smpdl3a_PharynPeri-28,4
dcbld1_PharynPeri-28,5
fosab_PharynPeri-28,6
jdp2b_PharynPeri-28,6
CT027638.1_PharynPeri-28,6
hsp70l_PharynPeri-28,2
cebpb_PharynPeri-28,1
RALGDS_PharynPeri-28,6
slc15a4_PharynPeri-28,4
hps4_PharynPeri-28,4
actc1b_PharynPeri-28,3
nfkbiab_PharynPeri-28,6
abch1_PharynPeri-28,4
lpin1_PharynPeri-28,4
crim1_PharynPeri-28,4
fosl2_PharynPeri-28,6
ahsa1b_PharynPeri-28,1
aspg_PharynPeri-28,4
si:ch211-39i2.2_PharynPeri-28,2
zgc:92242_PharynPeri-28,6
selenot2_PharynPeri-28,6
arhgef37_PharynPeri-28,2
slc36a1_PharynPeri-28,4
fosl1a_PharynPeri-28,1
stard14_PharynPeri-28,6
sh3tc2_PharynPeri-28,3
ctso_PharynPeri-28,4
nocta_PharynPeri-28,6
tnfaip3_PharynPeri-28,6
smap1_PharynPeri-28,1
arg2_PharynPeri-28,4
lgmn_PharynPeri-28,4
si:dkey-221j11.3_PharynPeri-28,6
rsrp1_PharynPeri-28,4
itga9_PharynPeri-28,1
herc4_PharynPeri-28,1
ric8b_PharynPeri-28,6
pard6a_PharynPeri-28,2
mctp2a_PharynPeri-28,5
tiparp_PharynPeri-28,6
fosb_PharynPeri-28,6
barx2_PharynPeri-28,5
tob1b_PharynPeri-28,6
nbr1a_PharynPeri-28,4
zgc:158404_PharynPeri-28,5
fasn_PharynPeri-28,1
FO904966.1_PharynPeri-28,3
mcl1a_PharynPeri-28,6
si:ch211-80h18.1_PharynPeri-28,5
apoea_PharynPeri-28,3
osbpl3a_PharynPeri-28,6
jarid2b_PharynPeri-28,6
si:ch211-152p11.4_PharynPeri-28,6
mfsd2ab_PharynPeri-28,6
macf1a_PharynPeri-28,5
nme2b.2_PharynPeri-28,3
apoa1b_PharynPeri-28,6
foxo1a_PharynPeri-28,6
gab2_PharynPeri-28,6
slc1a5_PharynPeri-28,6
zbtb16b_PharynPeri-28,3
BX663520.2_PharynPeri-28,6
sik2b_PharynPeri-28,6
hif1al_PharynPeri-28,6
ssh2a_PharynPeri-28,6
ksr1b_PharynPeri-28,5
ngef_PharynPeri-28,6
chl1a_PharynPeri-28,3
dgkaa_PharynPeri-28,1
hoxc3a_PharynPeri-28,5
klf4_PharynPeri-28,6
ccni_PharynPeri-28,6
ccng2_PharynPeri-28,6
prodha_PharynPeri-28,4
niban2a_PharynPeri-28,6
rxraa_PharynPeri-28,5
pacs1a_PharynPeri-28,5
klf5l_PharynPeri-28,6
hspa4a_PharynPeri-28,2
si:ch211-63i20.3_PharynPeri-28,5
arrdc2_PharynPeri-28,4
mapkapk2a_PharynPeri-28,1
gnai2a_PharynPeri-28,5
mat2aa_PharynPeri-28,4
rabgap1_PharynPeri-28,4
strbp_PharynPeri-28,5
zfand5b_PharynPeri-28,6
slc20a1b_PharynPeri-28,6
rps6kb1a_PharynPeri-28,1
ripk4_PharynPeri-28,2
si:dkey-259j3.5_PharynPeri-28,6
dhrs13a.2_PharynPeri-28,6
myo18aa_PharynPeri-28,5
zgc:113625_PharynPeri-28,5
CU467905.1_PharynPeri-28,6
rreb1a_PharynPeri-28,5
hhla2b.2_PharynPeri-28,4
adgrg2a_PharynPeri-28,1
klhl24b_PharynPeri-28,4
pld1b_PharynPeri-28,3
arhgap29a_PharynPeri-28,4
wu:fj05g07_PharynPeri-28,2
CABZ01055347.1_PharynPeri-28,5
btg2_PharynPeri-28,6
nuak2_PharynPeri-28,6
BX323453.1_PharynPeri-28,1
midn_PharynPeri-28,6
si:ch211-129c21.1_PharynPeri-28,6
p3h2_PharynPeri-28,1
hbp1_PharynPeri-28,4
ccnd2a_PharynPeri-28,4
immp2l_PharynPeri-28,5
pkp3a_PharynPeri-28,6
tnni2a.4_PharynPeri-28,3
CABZ01080568.1_PharynPeri-28,2
chst6_PharynPeri-28,6
myhz1.2_PharynPeri-31,3
myhz1.1_PharynPeri-31,3
hsp90aa1.2_PharynPeri-31,1
klf4_PharynPeri-31,6
midn_PharynPeri-31,6
arhgap10_Pharynx-264,5
ttn.1_Pharynx-264,3
ttn.2_Pharynx-264,3
icn_Pharynx-264,1
vipas39_Pharynx-264,5
actc1b_Pharynx-264,3
jmjd7_Pharynx-264,5
si:ch73-288o11.5_Pharynx-264,5
pitx2_Pharynx-264,5
itga6l_Pharynx-264,5
si:dkey-96g2.1_Pharynx-264,5
hoxc3a_Pharynx-264,5
anxa4_Pharynx-264,5
chsy1_PharynxClo-67,1
tpma_PharynxClo-67,3
tnnt3b_PharynxClo-67,3
rplp0_PharynxClo-67,3
acsl4b_PharynxClo-67,2
myhz1.2_PharynxClo-67,3
myhz1.1_PharynxClo-67,3
ckma_PharynxClo-67,3
rpl27_PharynxClo-67,4
mylpfa_PharynxClo-67,4
pvalb4_PharynxClo-67,3
pvalb1_PharynxClo-67,3
clstn2_PharynxClo-67,5
eef2b_PharynxClo-67,3
mylz3_PharynxClo-67,3
ttn.2_PharynxClo-67,3
kcnn4_PharynxClo-67,4
rps9_PharynxClo-67,3
hsp90aa1.2_PharynxClo-67,5
actc1b_PharynxClo-67,3
lpin1_PharynxClo-67,6
acta1b_PharynxClo-67,3
pvalb2_PharynxClo-67,3
rplp1_PharynxClo-67,4
nme2b.2_PharynxClo-67,3
rps14_PharynxClo-67,4
slc20a1b_PharynxClo-67,1
tnni2a.4_PharynxClo-67,3
ttn.2_PharyPouch-89,3
hsp90aa1.2_PharyPouch-89,1
kif26ba_PharyPouch-89,3
lpin1_PharyPouch-89,4
myhz1.3_PhotRecPre-204,3
myhz1.1_PhotRecPre-204,3
ttn.2_PhotRecPre-204,3
tfa_PneumDucSu-88,4
ttn.1_PneumDucSu-88,3
ttn.2_PneumDucSu-88,3
actc1b_PneumDucSu-88,3
sftpba_PneumDucSu-88,4
ntf3_PostEpider-71,1
CR356233.1_PostEpider-71,5
foxp2_PostEpider-71,5
AL935186.10_PostEpider-71,6
dusp19b_PostEpider-71,4
pnp5a_PostEpider-71,6
clcn5b_PostEpider-71,1
slc7a8a_PostEpider-71,6
rps13_PostEpider-71,6
ctrb1_PostEpider-71,4
dgkza_PostEpider-71,5
tnnt3b_PostEpider-71,3
col4a6_PostEpider-71,5
camk2d1_PostEpider-71,3
galnt18b_PostEpider-71,5
zgc:158463_PostEpider-71,6
rplp0_PostEpider-71,6
dhrs11a_PostEpider-71,5
hk2_PostEpider-71,1
znrf3_PostEpider-71,5
rpl36a_PostEpider-71,6
acsl4b_PostEpider-71,6
zfand5a_PostEpider-71,4
klf9_PostEpider-71,4
myhz1.3_PostEpider-71,3
myhz1.2_PostEpider-71,4
rpl7a_PostEpider-71,6
apoa1a_PostEpider-71,6
si:ch211-210g13.5_PostEpider-71,5
ddx5_PostEpider-71,1
atp2a1_PostEpider-71,3
rbfox1_PostEpider-71,5
sept12_PostEpider-71,5
si:ch73-367p23.2_PostEpider-71,3
rpl23_PostEpider-71,6
rps11_PostEpider-71,4
actb2_PostEpider-71,6
rhbdf1a_PostEpider-71,5
pvalb1_PostEpider-71,3
rps27a_PostEpider-71,6
hs2st1b_PostEpider-71,3
farp2_PostEpider-71,5
krt4_PostEpider-71,6
padi2_PostEpider-71,5
rplp2_PostEpider-71,6
rps26l_PostEpider-71,6
gnai2b_PostEpider-71,5
rps10_PostEpider-71,6
prelid3b_PostEpider-71,6
wnt9a_PostEpider-71,5
egfra_PostEpider-71,4
fndc3ba_PostEpider-71,5
rps8a_PostEpider-71,6
rpl7_PostEpider-71,6
crema_PostEpider-71,6
per2_PostEpider-71,4
sh3gl1a_PostEpider-71,3
sema4e_PostEpider-71,5
rpl24_PostEpider-71,4
mylz3_PostEpider-71,3
pcdh7a_PostEpider-71,5
bnc2_PostEpider-71,5
rnf24_PostEpider-71,5
abca1a_PostEpider-71,4
bzw1b_PostEpider-71,1
gsk3ba_PostEpider-71,2
neb_PostEpider-71,3
hspd1_PostEpider-71,1
rftn2_PostEpider-71,5
ttn.1_PostEpider-71,3
ttn.2_PostEpider-71,3
rpl31_PostEpider-71,6
rpl18_PostEpider-71,6
nop2_PostEpider-71,1
ddr1_PostEpider-71,5
tuft1a_PostEpider-71,6
apoa4b.2.1_PostEpider-71,3
rps19_PostEpider-71,6
si:dkey-79d12.5_PostEpider-71,4
prss1_PostEpider-71,3
prss59.2_PostEpider-71,4
rps9_PostEpider-71,6
znf385d_PostEpider-71,5
rpl28_PostEpider-71,6
sptlc2b_PostEpider-71,1
igfbp1a_PostEpider-71,4
dsc2l_PostEpider-71,4
flrt2_PostEpider-71,5
thbs1b_PostEpider-71,1
rps7_PostEpider-71,6
sesn1_PostEpider-71,6
BX088686.1_PostEpider-71,2
hivep2a_PostEpider-71,1
si:dkey-7c18.24_PostEpider-71,1
rps29_PostEpider-71,4
CT027638.1_PostEpider-71,6
skia_PostEpider-71,5
mknk2b_PostEpider-71,4
ela2l_PostEpider-71,4
slc15a4_PostEpider-71,4
tp73_PostEpider-71,5
actc1b_PostEpider-71,3
runx2a_PostEpider-71,4
rpl13a_PostEpider-71,6
arhgef10_PostEpider-71,5
rps6ka1_PostEpider-71,5
ctsl.1_PostEpider-71,5
lpin1_PostEpider-71,6
kidins220a_PostEpider-71,3
rnf144aa_PostEpider-71,5
fosl2_PostEpider-71,6
odc1_PostEpider-71,6
hbegfa_PostEpider-71,6
fosl1a_PostEpider-71,2
atp11c_PostEpider-71,5
nocta_PostEpider-71,6
ube2d2l_PostEpider-71,2
VIT_PostEpider-71,5
si:ch211-165e15.1_PostEpider-71,5
mcu_PostEpider-71,5
meis1b_PostEpider-71,5
epcam_PostEpider-71,1
rps24_PostEpider-71,4
plek2_PostEpider-71,2
actn1_PostEpider-71,5
rps3_PostEpider-71,6
fam107b_PostEpider-71,1
mtss1la_PostEpider-71,6
selenoo1_PostEpider-71,6
rpl4_PostEpider-71,6
itga3b_PostEpider-71,5
mylpfb_PostEpider-71,3
rbfox3a_PostEpider-71,5
rplp1_PostEpider-71,6
krtt1c19e_PostEpider-71,6
cyt1_PostEpider-71,6
krt91_PostEpider-71,6
pdk2b_PostEpider-71,4
rpl30_PostEpider-71,6
eef1a1l1_PostEpider-71,6
rpl11_PostEpider-71,6
nme2b.2_PostEpider-71,3
rpl14_PostEpider-71,4
porb_PostEpider-71,6
slc25a15a_PostEpider-71,1
foxo1a_PostEpider-71,1
traf4a_PostEpider-71,5
ulk2_PostEpider-71,6
sik2b_PostEpider-71,6
ckmb_PostEpider-71,3
postnb_PostEpider-71,5
rps5_PostEpider-71,4
actn4_PostEpider-71,1
krt5_PostEpider-71,6
tnnc2_PostEpider-71,3
noc2l_PostEpider-71,1
si:dkey-151g10.6_PostEpider-71,4
znf385a_PostEpider-71,5
rps12_PostEpider-71,4
lima1a_PostEpider-71,2
plekhg5b_PostEpider-71,4
pfn1_PostEpider-71,5
klf4_PostEpider-71,6
TCF4_PostEpider-71,1
rpl37.1_PostEpider-71,4
ccng2_PostEpider-71,6
actn3a_PostEpider-71,3
cxxc5a_PostEpider-71,5
rps14_PostEpider-71,6
hspa4a_PostEpider-71,2
rpl29_PostEpider-71,4
MDFI_PostEpider-71,5
rpl22_PostEpider-71,6
zgc:171772_PostEpider-71,6
ets2_PostEpider-71,6
zfand5b_PostEpider-71,6
slc20a1b_PostEpider-71,1
postna_PostEpider-71,5
alcama_PostEpider-71,5
stard13a_PostEpider-71,5
hhla2a.1_PostEpider-71,4
hhla2a.2_PostEpider-71,4
mmp30_PostEpider-71,6
rps25_PostEpider-71,4
sulf1_PostEpider-71,5
klhl24b_PostEpider-71,4
col11a1a_PostEpider-71,5
cebpd_PostEpider-71,6
rnd3a_PostEpider-71,6
tpm4a_PostEpider-71,6
midn_PostEpider-71,6
si:ch211-117l17.6_PostEpider-71,4
rpl32_PostEpider-71,6
GRM7_PostEpider-71,3
snrkb_PostEpider-71,6
ccnd2a_PostEpider-71,3
pkp3a_PostEpider-71,6
rassf7a_PostEpider-71,2
CR381618.1_PostEpider-71,5
tnni2a.4_PostEpider-71,3
myhz1.2_PronCilPod-39,5
myhz1.1_PronCilPod-39,5
mylpfa_PronCilPod-39,3
hsp90aa1.2_PronCilPod-39,5
myhz2_PronGlomer-134,3
myhz1.1_PronGlomer-134,3
atp2a1_PronGlomer-134,3
mylpfa_PronGlomer-134,5
ttn.1_PronGlomer-134,3
ttn.2_PronGlomer-134,3
actc1b_PronGlomer-134,3
iqsec1b_PronGlomer-134,5
mt-co1_PronGlomer-134,4
mt-co2_PronGlomer-134,4
mt-atp6_PronGlomer-134,3
chsy1_PronProxCT-190,6
tpma_PronProxCT-190,3
zgc:136461_PronProxCT-190,4
ctrb1_PronProxCT-190,4
tnnt3b_PronProxCT-190,4
kremen1_PronProxCT-190,3
SUSD2_PronProxCT-190,3
myhz2_PronProxCT-190,3
myhz1.1_PronProxCT-190,3
ckma_PronProxCT-190,4
si:ch73-141c7.1_PronProxCT-190,6
mylpfa_PronProxCT-190,4
pvalb4_PronProxCT-190,4
pvalb1_PronProxCT-190,3
kalrnb_PronProxCT-190,6
lurap1_PronProxCT-190,6
pck1_PronProxCT-190,6
prelid3b_PronProxCT-190,6
mylz3_PronProxCT-190,4
grb10b_PronProxCT-190,4
prss1_PronProxCT-190,4
prss59.2_PronProxCT-190,4
LO017815.1_PronProxCT-190,5
igfbp1a_PronProxCT-190,6
hsp90aa1.2_PronProxCT-190,1
slc6a8_PronProxCT-190,6
ela2l_PronProxCT-190,4
ggt1a_PronProxCT-190,1
actc1b_PronProxCT-190,4
lpin1_PronProxCT-190,6
nocta_PronProxCT-190,6
phactr2_PronProxCT-190,6
atp2a1l_PronProxCT-190,4
crygmx_PronProxCT-190,3
oat_PronProxCT-190,6
slc6a19a.1_PronProxCT-190,5
dscamb_PronProxCT-190,6
sik2b_PronProxCT-190,6
ckmb_PronProxCT-190,3
krt18a.1_PronProxCT-190,2
slc25a33_PronProxCT-190,4
prodha_PronProxCT-190,6
polq_PronProxCT-190,1
hspa4a_PronProxCT-190,1
pde4cb_PronProxCT-190,3
opn1lw2_PronProxCT-190,4
rreb1a_PronProxCT-190,5
grid1b_PronProxST-189,2
ctrb1_PurkinjeNe-188,4
tnnt3b_PurkinjeNe-188,4
myhz1.2_PurkinjeNe-188,6
myhz1.1_PurkinjeNe-188,3
mylpfa_PurkinjeNe-188,3
mylz3_PurkinjeNe-188,4
ttn.1_PurkinjeNe-188,3
ttn.2_PurkinjeNe-188,3
cadm4_PurkinjeNe-188,6
hsp90aa1.2_PurkinjeNe-188,1
pbx3b_PurkinjeNe-188,5
ptprua_PurkinjeNe-188,5
myhz2_PurkorReGa-179,3
myhz1.2_Radialgli-109,3
lpin1_Radialgli-109,4
myhz1.1_Radialgli-111,5
lpin1_Radialgli-111,4
BX322555.3_Radialgli-201,2
si:dkey-183j2.10_Radialgli-201,1
ctrb1_RetGangCel-173,4
tnnt3b_RetGangCel-173,4
lpp_RetGangCel-173,6
fkbp5_RetGangCel-173,1
tnr_RetGangCel-173,4
mylz3_RetGangCel-173,3
ttn.1_RetGangCel-173,3
tns1b_RetGangCel-173,3
prss1_RetGangCel-173,4
ptprub_RetGangCel-173,6
satb1b_RetGangCel-173,5
actc1b_RetGangCel-173,3
aff2_RetGangCel-173,5
grid1b_RetGangCel-173,5
atp2a1l_RetGangCel-173,3
pvalb2_RetGangCel-173,3
nxph1_RetGangCel-173,4
cela1.6_RetGangCel-173,4
tpma_RetialConN-167,3
tnnt3b_RetialConN-167,3
myhz1.3_RetialConN-167,3
ckma_RetialConN-167,3
ak1_RetialConN-167,3
atp2a1_RetialConN-167,4
mylpfa_RetialConN-167,3
gpr146_RetialConN-167,4
pvalb1_RetialConN-167,3
krt4_RetialConN-167,6
rorcb_RetialConN-167,4
mylz3_RetialConN-167,4
abca1a_RetialConN-167,4
ttn.1_RetialConN-167,3
ttn.2_RetialConN-167,3
neurod1_RetialConN-167,4
prss59.2_RetialConN-167,3
apobb.1_RetialConN-167,3
plch2a_RetialConN-167,4
actc1b_RetialConN-167,3
lpin1_RetialConN-167,4
si:ch211-221f10.2_RetialConN-167,1
CR383676.3_RetialConN-167,5
atp2a1l_RetialConN-167,4
tcf7l2_RetialConN-167,5
hivep1_RetialConN-167,6
mylipa_RetialConN-167,4
nme2b.2_RetialConN-167,3
foxo1a_RetialConN-167,4
camk1gb_RetialConN-167,4
ppm1e_RetialConN-167,1
cela1.6_RetialConN-167,4
dgkzb_RetialConN-167,4
ccnd2a_RetialConN-167,3
mt-co1_RetialConN-167,4
myhz2_RetinalRod-258,3
myhz1.2_RetinalRod-258,5
myhz1.1_RetinalRod-258,3
zgc:194659_RetinalRod-258,1
pvalb1_RetinalRod-258,3
pde6ha_RetinalRod-258,4
ttn.1_RetinalRod-258,3
ttn.2_RetinalRod-258,3
ckbb_RetinalRod-258,4
slc8a1b_RetinalRod-258,5
rps3_RetinalRod-258,3
rpl35a_RetinalRod-258,4
atp2a1l_RetinalRod-258,4
slc25a32a_RetinalRod-258,6
gngt1_RetinalRod-258,4
abcg1_RetinalRod-258,6
rbp2a_RetinalRod-258,4
ctrl_RetinalRod-258,4
rpl37.1_RetinalRod-258,4
rps25_RetinalRod-258,4
cela1.6_RetinalRod-258,4
rpl32_RetinalRod-258,4
hmg20a_RetinalRod-258,1
myhz1.2_RetPigEpit-136,3
myhz1.1_RetPigEpit-136,3
ifitm1_RetPigEpit-136,4
olfm2a_RetPigEpit-136,5
rps3a_RetPigEpit-136,4
crygm2d12_RetPigEpit-136,2
crygm2d4_RetPigEpit-136,4
crygm2d2_RetPigEpit-136,2
ttn.1_RetPigEpit-136,3
ttn.2_RetPigEpit-136,3
faua_RetPigEpit-136,4
lpin1_RetPigEpit-136,4
unc5a_RetPigEpit-136,5
crygmx_RetPigEpit-136,2
serpinh1b_RetPigEpit-136,5
rpl37.1_RetPigEpit-136,4
slc43a2b_RetPigEpit-136,6
smyhc2_RetPigEpit-136,4
wnt5b_RetPigEpit-137,5
pcxb_RetPigEpit-137,1
myhz1.2_RetPigEpit-137,3
rbfox1_RetPigEpit-137,5
hs3st4_RetPigEpit-137,4
rab6ba_RetPigEpit-137,5
lrp8_RetPigEpit-137,5
prdx1_RetPigEpit-137,6
apoda.2_RetPigEpit-137,4
mylz3_RetPigEpit-137,4
neb_RetPigEpit-137,3
ttn.2_RetPigEpit-137,3
apoa4b.2.1_RetPigEpit-137,5
hsp90aa1.2_RetPigEpit-137,5
si:ch211-263k4.2_RetPigEpit-137,5
slc16a9a_RetPigEpit-137,5
lpin1_RetPigEpit-137,4
mgat4b_RetPigEpit-137,5
aff2_RetPigEpit-137,5
ldb2a_RetPigEpit-137,5
pcdh15a_RetPigEpit-137,1
ulk2_RetPigEpit-137,4
robo1_RetPigEpit-137,5
agrn_RetPigEpit-137,5
actn3a_RetPigEpit-137,3
TENM2.1_RetPigEpit-137,5
slc43a2b_RetPigEpit-137,4
myrip_RetPigEpit-137,5
cntnap2a_RetPigEpit-137,5
phldb2b_RetPigEpit-137,4
grip2b_RetPigEpit-137,5
mt-co1_RetPigEpit-137,4
chsy1_RetPigEpit-138,5
myhz1.2_RetPigEpit-138,4
myhz1.1_RetPigEpit-138,3
slc4a1a_RetPigEpit-138,3
mylpfa_RetPigEpit-138,3
hbbe1.1_RetPigEpit-138,3
ttn.1_RetPigEpit-138,3
zgc:114181_RetPigEpit-138,5
tenm4_RetPigEpit-138,5
smyhc1_RetPigEpit-138,3
BRSK2_RetPigEpit-138,5
tnni2a.4_RetPigEpit-138,5
mt-nd2_RetPigEpit-138,4
mt-co1_RetPigEpit-138,4
mt-atp6_RetPigEpit-138,4
mt-co3_RetPigEpit-138,4
vegfab_RetPigEpit-144,5
chst11_RetPigEpit-144,5
sfmbt2_RetPigEpit-144,6
prkcq_RetPigEpit-144,4
clpxa_RetPigEpit-144,4
rtn3_RetPigEpit-144,4
ugt5g1_RetPigEpit-144,4
nucb2a_RetPigEpit-144,4
rhpn2_RetPigEpit-144,4
gramd2aa_RetPigEpit-144,5
rbpjb_RetPigEpit-144,5
zgc:73226_RetPigEpit-144,4
taok3a_RetPigEpit-144,5
fbrsl1_RetPigEpit-144,5
mvk_RetPigEpit-144,4
myhz1.2_RetPigEpit-144,3
myhz1.1_RetPigEpit-144,3
ckma_RetPigEpit-144,3
il13ra2_RetPigEpit-144,4
FP102018.1_RetPigEpit-144,5
hsd20b2_RetPigEpit-144,6
slc12a9_RetPigEpit-144,4
adora2b_RetPigEpit-144,5
ak1_RetPigEpit-144,3
ypel3_RetPigEpit-144,4
si:ch73-367p23.2_RetPigEpit-144,3
cdr2a_RetPigEpit-144,4
